Sl.No,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,History,rainfall_24h,rainfall_3d,rainfall_7d,rainfall_source,rainfall_source_type,rainfall_status,soil_moisture,soil_moisture_source,soil_moisture_source_type,soil_moisture_status,elevation,slope,aspect,landslide,sample_source,rainfall_available,soil_moisture_available,terrain_available
22386,MIZ/AIZ/84A09/2016/105,Mizoram,Mamit,Khamrang village road,,23.918917,92.650833,Rock,Slide,2016,,,,,,,,,,,158.0,7.1946,298.7435,1,GSI_field_inventory,False,False,True
22387,MIZ/AIZ/84A09/2016/56,Mizoram,Aizawl,~3.5 km from Serkhan,,23.922639,92.736528,Debris,Slide,2016,,,,,,,,,,,875.0,29.6513,239.6856,1,GSI_field_inventory,False,False,True
22388,MZ/AIZ/84A09/2014/07,Mizoram,Aizawl,NH 54,,23.92294,92.65703,Debris,Slide,2013,,,,,,,,,,,111.0,20.1319,198.3011,1,GSI_field_inventory,False,False,True
22389,MIZ/AIZ/84A09/2016/87,Mizoram,Aizawl,Silchar road,,23.923047,92.656696,Debris,Slide,2014,,,,,,,,,,,107.0,19.0779,196.3574,1,GSI_field_inventory,False,False,True
22390,MIZ/AIZ/84A13/2016/9,Mizoram,Aizawl,~1km N of Pehlawn at 4 km,Kepran milestone,23.92425,92.925222,Debris,Slide,2016,,,,,,,,,,,1117.0,27.1577,109.8294,1,GSI_field_inventory,False,False,True
22391,MIZ/AIZ/84A09/2016/122,Mizoram,Aizawl,Serkhan-Luangmuat road,section,23.924278,92.744806,Rock,Slide,2016,,,,,,,,,,,919.0,8.2876,118.1842,1,GSI_field_inventory,False,False,True
22392,MZ/AIZ/84E01/2017/77,Mizoram,Aizawl,SuangpuilawnZawngin section,,23.927389,93.02803,Debris,Slide,,,,,,,,,,,,1071.0,28.7098,240.8126,1,GSI_field_inventory,False,False,True
22393,MZ/AIZ/84E01/2017/78,Mizoram,Aizawl,SuangpuilawnZawngin section,,23.927389,93.02803,Rock,Slide,,,,,,,,,,,,1071.0,28.7098,240.8126,1,GSI_field_inventory,False,False,True
22394,MIZ/AIZ/84A13/2016/10,Mizoram,Aizawl,~3.5 km S of Kepran,,23.929083,92.922778,Rock,Slide,2016,,,,,,,,,,,1110.0,15.2233,51.3475,1,GSI_field_inventory,False,False,True
22395,MZ/MAM/84A05/2020/2,Mizoram,Mamit,"Mamit-Tuidam old road section slide 2 Mamit-Tuidam old road section,",near Tuidam water reservoir (NRDWP),23.93,92.37,Debris,Flow,2019,,,,,,,,,,,730.0,13.7961,209.1328,1,GSI_field_inventory,False,False,True
22396,MIZ/AIZ/84A09/2016/88,Mizoram,Aizawl,Silchar road,,23.933904,92.673871,Rock,Slide,2016,,,,,,,,,,,225.0,19.1494,191.7717,1,GSI_field_inventory,False,False,True
22397,MIZ/AIZ/84A09/2016/57,Mizoram,Aizawl,"Serkhan-Khawnpui section,",Silchar road,23.934222,92.730611,Debris,Slide,2016,,,,,,,,,,,798.0,22.0812,33.0737,1,GSI_field_inventory,False,False,True
22398,MIZ/AIZ/84A09/2016/106,Mizoram,Aizawl,"Khamrang-Kawnpui road, 19 km",S of Kawnpui,23.934417,92.667222,Rock,Slide,2016,,,,,,,,,,,194.0,25.9065,178.9553,1,GSI_field_inventory,False,False,True
22399,MZ/CHA/84E05/2017/21,Mizoram,Champhai,SE of Teikhang,,23.935917,93.345642,Debris,Slide,2017,,,,,,,,,,,805.0,28.5804,25.0013,1,GSI_field_inventory,False,False,True
22400,MZ/CHA/84E05/2017/22,Mizoram,Champhai,SE of Teikhang,,23.935917,93.345642,Debris,Slide,2017,,,,,,,,,,,805.0,28.5804,25.0013,1,GSI_field_inventory,False,False,True
22401,MZ/AIZ/84E01/2017/72,Mizoram,Aizawl,PhuaibuangKhawlian section,,23.936333,93.118858,Debris,Slide,,,,,,,,,,,,1508.0,33.5675,315.5238,1,GSI_field_inventory,False,False,True
22402,MZ/CHA/84E05/2017/10,Mizoram,Champhai,SE of Teikhang,,23.936806,93.340668,Debris,Slide,2017,,,,,,,,,,,888.0,30.857,42.9845,1,GSI_field_inventory,False,False,True
22403,MZ/AIZ/84E01/2017/73,Mizoram,Aizawl,PhuaibuangKhawlian section,,23.938028,93.121277,Rock,Slide,,,,,,,,,,,,1526.0,26.1012,326.5433,1,GSI_field_inventory,False,False,True
22404,MZ/CHA/84E01/2017/43,Mizoram,Champhai,Near 9 km milestone NE of,Khawdungsei,23.938583,93.213997,Rock,Slide,,,,,,,,,,,,1044.0,25.8422,238.2363,1,GSI_field_inventory,False,False,True
22406,MIZ/AIZ/84A13/2016/11,Mizoram,Aizawl,1.5 km S of Kepran,,23.9395,92.927889,Debris,Slide,2016,,,,,,,,,,,1221.0,34.2226,84.8797,1,GSI_field_inventory,False,False,True
22407,MZ/MAM/84A05/2020/8,Mizoram,Mamit,North of Tuidam slide 1,Tuidam-Kwarthah road section (North of Tuidam village/NH 108),23.94,92.37,Rock,Slide,2019,,,,,,,,,,,688.0,24.8098,19.0061,1,GSI_field_inventory,False,False,True
22408,MIZ/AIZ/84A09/2016/89,Mizoram,Aizawl,Silchar road,,23.940106,92.680592,Debris,Slide,2016,,,,,,,,,,,254.0,29.8127,123.4284,1,GSI_field_inventory,False,False,True
22409,MIZ/AIZ/84A09/2016/107,Mizoram,Aizawl,14 km milestone Kawnpui on,Aizawl-Silchar road,23.940333,92.680833,Rock,Slide,2016,,,,,,,,,,,254.0,26.4273,141.417,1,GSI_field_inventory,False,False,True
22411,MIZ/AIZ/84A13/2016/12,Mizoram,Aizawl,Kepran slide,Kepran on NH-150,23.943241,92.933604,Debris,Slide,2016,,,,,,,,,,,1266.0,27.7342,213.7687,1,GSI_field_inventory,False,False,True
22412,MZ/AZL/84A13/2016/03,Mizoram,Aizawl,Kepran slide,Kepran village on NH 150,23.94325,92.933611,Debris,Slide,2016,,,,,,,,,,,1266.0,27.7342,213.7687,1,GSI_field_inventory,False,False,True
22413,MZ/CHA/84E05/2017/28,Mizoram,Champhai,SE of Teikhang,,23.945055,93.313698,Debris,Slide,2017,,,,,,,,,,,1463.0,36.6466,61.0427,1,GSI_field_inventory,False,False,True
22414,MZ/AIZ/84E01/2017/95,Mizoram,Aizawl,S of Suangpuilawn,,23.948917,93.038719,Rock,Slide,,,,,,,,,,,,1053.0,26.7969,215.9743,1,GSI_field_inventory,False,False,True
22415,MZ/MAM/84A05/2020/10,Mizoram,Mamit,North of Tuidam slide 2,Tuidam-Kwarthah road section (North of Tuidam village/NH 108),23.95,92.37,Rock,Slide,2019,,,,,,,,,,,772.0,15.8571,284.8597,1,GSI_field_inventory,False,False,True
22416,MZ/AIZ/84E01/2017/108,Mizoram,Aizawl,Near Phuaibuang,,23.950195,93.125061,Rock,Slide,,,,,,,,,,,,1429.0,12.0336,85.6449,1,GSI_field_inventory,False,False,True
22418,MZ/AIZ/84E01/2017/86,Mizoram,Aizawl,S of Suangpuilawn,,23.950417,93.037109,Debris,Slide,2017,,,,,,,,,,,1067.0,24.0927,330.321,1,GSI_field_inventory,False,False,True
22419,MZ/AIZ/84E01/2017/68,Mizoram,Aizawl,Suangpuilawn village,,23.956528,93.041084,Rock,Slide,,,,,,,,,,,,1072.0,22.3084,263.2025,1,GSI_field_inventory,False,False,True
22420,MZ/AIZ/84E01/2017/98,Mizoram,Aizawl,SuangpuilawnE. Phaileng,section,23.957556,93.026558,Debris,Slide,,,,,,,,,,,,928.0,32.1174,139.5304,1,GSI_field_inventory,False,False,True
22421,MZ/AIZ/84E01/2017/87,Mizoram,Aizawl,SuangpuilawnE. Phaileng,section,23.958944,93.022781,Debris,Slide,,,,,,,,,,,,896.0,23.823,213.48,1,GSI_field_inventory,False,False,True
22422,MZ/AIZ/84E01/2017/102,Mizoram,Aizawl,SuangpuilawnE. Phaileng,section,23.958944,93.022781,Debris,Slide,,,,,,,,,,,,896.0,23.823,213.48,1,GSI_field_inventory,False,False,True
22423,MZ/AIZ/84E01/2017/63,Mizoram,Aizawl,SuangpuilawnE. Phaileng,section,23.959278,93.020859,Debris,Slide,,,,,,,,,,,,852.0,35.4645,218.8945,1,GSI_field_inventory,False,False,True
22425,MIZ/AIZ/84A13/2016/132,Mizoram,Aizawl,SE of Sawleng,,23.95942,92.943345,Debris,Slide,2016,,,,,,,,,,,984.0,42.1883,341.1873,1,GSI_field_inventory,False,False,True
22426,MZ/AIZ/84E01/2017/103,Mizoram,Aizawl,SuangpuilawnE. Phaileng,section,23.961,93.028969,Debris,Slide,,,,,,,,,,,,960.0,25.2879,102.8687,1,GSI_field_inventory,False,False,True
22427,MZ/AIZ/84E01/2017/110,Mizoram,Aizawl,Suangpuilawn village,,23.962278,93.035309,Debris,Slide,2017,,,,,,,,,,,1022.0,33.2462,96.7361,1,GSI_field_inventory,False,False,True
22428,MIZ/AIZ/84A09/2016/108,Mizoram,Aizawl,Near bridge(PHED Kawnpui,water supply gate),23.965889,92.682278,Rock,Fall,2016,,,,,,,,,,,300.0,23.2064,29.7248,1,GSI_field_inventory,False,False,True
22429,MZ/AIZ/84E01/2017/76,Mizoram,Aizawl,Suangpuilawn village,,23.966249,93.041115,Rock,Slide,,,,,,,,,,,,1126.0,27.3924,90.4475,1,GSI_field_inventory,False,False,True
22430,MZ/AIZ/84E01/2017/97,Mizoram,Aizawl,Suangpuilawn village,,23.966249,93.041115,Rock,Slide,,,,,,,,,,,,1126.0,27.3924,90.4475,1,GSI_field_inventory,False,False,True
22431,MZ/AIZ/84E01/2017/50,Mizoram,Aizawl,SuangpuilawnLamherh section,,23.966917,93.041473,Debris,Flow,,,,,,,,,,,,1106.0,39.2038,114.943,1,GSI_field_inventory,False,False,True
22432,MZ/AIZ/84E01/2017/58,Mizoram,Aizawl,SuangpuilawnE. Phaileng,section,23.969223,93.016335,Rock,Slide,,,,,,,,,,,,783.0,18.4575,200.9939,1,GSI_field_inventory,False,False,True
22433,MIZ/AIZ/84A13/2016/13,Mizoram,Aizawl,~2.5 km S of Sawleng at 5 km N,of Kepran milestone,23.970444,92.927167,Debris,Slide,2016,,,,,,,,,,,1222.0,6.8222,24.0302,1,GSI_field_inventory,False,False,True
22434,MIZ/AIZ/84A09/2016/109,Mizoram,Kolasib,Aizaw-Silchar road,,23.971078,92.682781,Rock,Slide,2016,,,,,,,,,,,321.0,26.1147,139.4206,1,GSI_field_inventory,False,False,True
22435,MZ/AIZ/84E01/2017/92,Mizoram,Aizawl,SuangpuilawnE. Phaileng,section,23.972027,93.014893,Rock,Slide,2017,,,,,,,,,,,752.0,28.9866,262.4444,1,GSI_field_inventory,False,False,True
22436,MIZ/AIZ/84A09/2016/110,Mizoram,Kolasib,Aizaw-Silchar road (~100m from,prev loc),23.972222,92.68325,Rock,Slide,2016,,,,,,,,,,,351.0,27.2437,117.6278,1,GSI_field_inventory,False,False,True
22437,MIZ/AIZ/84A09/2016/112,Mizoram,Kolasib,Aizaw-Silchar road (~10m from,prev loc 206a),23.973513,92.6839,Debris,Slide,2016,,,,,,,,,,,338.0,18.0255,114.23,1,GSI_field_inventory,False,False,True
22438,MIZ/AIZ/84A09/2016/111,Mizoram,Kolasib,Aizaw-Silchar road (~100m from,prev loc 205),23.973684,92.683868,Rock,Slide,2016,,,,,,,,,,,338.0,18.0255,114.23,1,GSI_field_inventory,False,False,True
22439,MIZ/AIZ/84A09/2016/113,Mizoram,Kolasib,"Aizaw-Silchar road, 9 km",milestone S of Kawnpui,23.976412,92.683312,Rock,Fall,2016,,,,,,,,,,,386.0,28.1009,114.1586,1,GSI_field_inventory,False,False,True
22440,MIZ/AIZ/84A09/2016/114,Mizoram,Kolasib,"Aizaw-Silchar road, S of",Kawnpui,23.979472,92.684139,Rock,Slide,2016,,,,,,,,,,,389.0,21.2498,127.1278,1,GSI_field_inventory,False,False,True
22441,MZ/CHA/84E05/2017/3,Mizoram,Champhai,HrianghmunMimbung section,,23.980749,93.28653,Rock,Slide,,,,,,,,,,,,1427.0,44.6736,5.9143,1,GSI_field_inventory,False,False,True
22442,MZ/CHA/84E05/2017/19,Mizoram,Champhai,MimbungHrianghmun section,,23.981083,93.287392,Rock,Slide,,,,,,,,,,,,1395.0,43.0254,6.8136,1,GSI_field_inventory,False,False,True
22444,MZ/AIZ/84E01/2017/59,Mizoram,Aizawl,SuangpuilawnE. Phaileng,section,23.982639,93.011055,Debris,Slide,2017,,,,,,,,,,,677.0,27.3104,252.2024,1,GSI_field_inventory,False,False,True
22445,MIZ/AIZ/84A09/2016/115,Mizoram,Kolasib,"Aizaw-Silchar road, 8 km",milestone S of Kawnpui,23.983667,92.683333,Rock,Slide,2016,,,,,,,,,,,436.0,18.5088,57.8653,1,GSI_field_inventory,False,False,True
22447,MIZ/AIZ/84A09/2016/123,Mizoram,Aizawl,Lungmuat-N Chaltlang section,,23.984972,92.772028,Debris,Slide,2016,,,,,,,,,,,600.0,18.5732,292.6688,1,GSI_field_inventory,False,False,True
22448,MIZ/AIZ/84A09/2016/116,Mizoram,Kolasib,Aizaw-Silchar road,,23.986109,92.681581,Rock,Slide,2016,,,,,,,,,,,448.0,14.7347,41.0607,1,GSI_field_inventory,False,False,True
22449,MIZ/AIZ/84A09/2016/60,Mizoram,Kolasib,~ 1 km from Taiton on Silchar,road,23.9865,92.709806,Debris,Slide,2016,,,,,,,,,,,628.0,32.8774,69.8575,1,GSI_field_inventory,False,False,True
22450,MZ/AIZ/84E01/2017/71,Mizoram,Aizawl,SuangpuilawnE. Phaileng,section,23.990028,93.010582,Debris,Slide,,,,,,,,,,,,602.0,28.5354,249.5248,1,GSI_field_inventory,False,False,True
22451,MIZ/AIZ/84A09/2016/117,Mizoram,Kolasib,Aizaw-Silchar road,,23.99016,92.68075,Rock,Slide,2016,,,,,,,,,,,485.0,15.9493,109.0077,1,GSI_field_inventory,False,False,True
22452,MZ/AIZ/84E01/2017/111,Mizoram,Aizawl,SuangpuilawnVanbawng,,23.992805,93.043251,Rock,Slide,,,,,,,,,,,,1101.0,32.9921,264.9934,1,GSI_field_inventory,False,False,True
22453,MZ/AIZ/84E01/2017/56,Mizoram,Aizawl,SuangpuilawnE. Phaileng,"section, near Rungdil",23.993778,93.004524,Debris,Slide,,,,,,,,,,,,422.0,29.0267,249.0624,1,GSI_field_inventory,False,False,True
22454,MIZ/AIZ/84A09/2016/118,Mizoram,Kolasib,"Aizaw-Silchar road,6 km",milestone S of Kawnpui,23.997222,92.681722,Debris,Slide,2016,,,,,,,,,,,548.0,28.4484,106.9366,1,GSI_field_inventory,False,False,True
22455,MZ/CHA/84E05/2017/18,Mizoram,Champhai,Mimbung village,,23.999111,93.285309,Debris,Slide,,,,,,,,,,,,1399.0,24.1278,158.5344,1,GSI_field_inventory,False,False,True
22456,MZ/CHA/83H08/2017/1,Mizoram,Champhai,MimbungTuisa river section,,24.000334,93.300278,Debris,Slide,2016,,,,,,,,,,,1188.0,31.4702,340.9929,1,GSI_field_inventory,False,False,True
22457,MZ/AIZ/83H04/2017/4,Mizoram,Aizawl,SuangpuilawnLamherh section,,24.001167,93.037613,Debris,Slide,,,,,,,,,,,,1188.0,27.4044,268.6581,1,GSI_field_inventory,False,False,True
22458,MZ/CHA/83H08/2017/2,Mizoram,Champhai,MimbungTuisa river section,,24.003889,93.323502,Debris,Slide,,,,,,,,,,,,698.0,19.5569,86.0806,1,GSI_field_inventory,False,False,True
22459,MZ/AIZ/83D16/2016/102,Mizoram,Aizawl,darlawn,,24.004186,92.904111,Earth,Slide,2016,,,,,,,,,,,894.0,37.0159,240.4094,1,GSI_field_inventory,False,False,True
22460,MZ/AIZ/83D16/2016/101,Mizoram,Aizawl,jhum road from darlawn,,24.004313,92.904068,Earth,Slide,2016,,,,,,,,,,,906.0,36.2131,245.1631,1,GSI_field_inventory,False,False,True
22461,MZ/KOL/83D12/2016/8,Mizoram,Kolasib,kawnpui-Aizawl bypass,,24.004867,92.677265,Rock,Slide,2016,,,,,,,,,,,610.0,36.0875,65.7406,1,GSI_field_inventory,False,False,True
22462,MIZ/AIZ/84A09/2016/119,Mizoram,Kolasib,Aizaw-Silchar-Durtlang road,junction,24.005278,92.677083,Rock,Slide,2016,,,,,,,,,,,615.0,35.0557,59.8815,1,GSI_field_inventory,False,False,True
22463,MZ/AIZ/83D16/2016/36,Mizoram,Aizawl,S. Of North Chaltlang,,24.00977,92.767346,Earth,Slide,2016,,,,,,,,,,,678.0,31.3702,136.3452,1,GSI_field_inventory,False,False,True
22464,MZ/AIZ/83D16/2016/35,Mizoram,Aizawl,S. Of North Chaltlang,,24.010279,92.767056,Rock,Slide,2016,,,,,,,,,,,715.0,29.9201,116.7474,1,GSI_field_inventory,False,False,True
22465,MZ/AIZ/83H04/2017/15,Mizoram,Aizawl,3.5 km from Vanbawng,,24.012472,93.047249,Debris,Slide,,,,,,,,,,,,1238.0,28.8291,340.2411,1,GSI_field_inventory,False,False,True
22466,MZ/AIZ/83D16/2016/100,Mizoram,Aizawl,Darlawn (water harvesting,structure),24.013044,92.920237,Debris,Slide,,,,,,,,,,,,1069.0,24.7971,342.706,1,GSI_field_inventory,False,False,True
22467,MZ/AIZ/83D16/2016/99,Mizoram,Aizawl,NW of darlawn,,24.014332,92.924018,Debris,Slide,,,,,,,,,,,,1076.0,32.291,332.8904,1,GSI_field_inventory,False,False,True
22468,MZ/AIZ/83D16/2016/72,Mizoram,Aizawl,Turial road,,24.015858,92.797666,Earth,Slide,2016,,,,,,,,,,,620.0,42.5318,355.5681,1,GSI_field_inventory,False,False,True
22469,MZ/AIZ/83H04/2017/8,Mizoram,Aizawl,ChaihppuiDaido section,,24.019306,93.181274,Rock,Slide,,,,,,,,,,,,1058.0,14.2852,297.4469,1,GSI_field_inventory,False,False,True
22470,MZ/CHA/83H04/2017/7,Mizoram,Champhai,2.5 km milestone to Tuival river,from Khawkawn,24.02025,93.243973,Debris,Slide,,,,,,,,,,,,558.0,23.8893,185.1653,1,GSI_field_inventory,False,False,True
22471,MZ/KOL/83D12/2016/10,Mizoram,Kolasib,500m from HM motord,Kawnpui,24.021514,92.673778,Rock,Slide,2016,,,,,,,,,,,677.0,37.1215,51.6666,1,GSI_field_inventory,False,False,True
22472,MZ/AIZ/83D16/2016/37,Mizoram,Aizawl,North Chaltlang,,24.022079,92.771729,Earth,Slide,2016,,,,,,,,,,,798.0,26.0325,152.443,1,GSI_field_inventory,False,False,True
22473,MZ/AIZ/83D16/2016/38,Mizoram,Aizawl,North Chaltlang,,24.022188,92.771891,Earth,Slide,2016,,,,,,,,,,,806.0,25.6462,162.2695,1,GSI_field_inventory,False,False,True
22474,MZ/AIZ/83D16/2016/39,Mizoram,Aizawl,North Chaltlang,,24.022347,92.772075,Earth,Slide,2016,,,,,,,,,,,806.0,25.6462,162.2695,1,GSI_field_inventory,False,False,True
22475,MZ/AIZ/83D16/2016/40,Mizoram,Aizawl,North Chaltlang,,24.022376,92.77308,Earth,Slide,2016,,,,,,,,,,,829.0,24.6246,183.8799,1,GSI_field_inventory,False,False,True
22476,MZ/CHA/83H04/2017/5,Mizoram,Champhai,3.5 km milestone to Tuival river,from Khawkawn,24.023861,93.248192,Rock,Slide,,,,,,,,,,,,594.0,25.0369,141.2396,1,GSI_field_inventory,False,False,True
22477,MZ/CHA/83H04/2017/1,Mizoram,Champhai,KhawdungseiChiahpui,,24.023916,93.194336,Debris,Slide,2017,,,,,,,,,,,1261.0,40.3813,168.5821,1,GSI_field_inventory,False,False,True
22478,MZ/CHA/83H04/2017/12,Mizoram,Champhai,KhawdungseiChiahpui,,24.023945,93.195663,Debris,Slide,,,,,,,,,,,,1260.0,37.8838,152.1615,1,GSI_field_inventory,False,False,True
22479,MZ/AIZ/83D16/2016/41,Mizoram,Aizawl,North Chaltlang,,24.024289,92.771361,Debris,Slide,2016,,,,,,,,,,,856.0,6.5425,297.3052,1,GSI_field_inventory,False,False,True
22480,MZ/AIZ/83D16/2016/98,Mizoram,Aizawl,North of Serzawl,,24.024826,92.888859,Earth,Slide,,,,,,,,,,,,1195.0,17.5695,112.5467,1,GSI_field_inventory,False,False,True
22481,MZ/AIZ/83D16/2016/69,Mizoram,Aizawl,North Chaltlang,,24.025094,92.769158,Rock,Slide,2016,,,,,,,,,,,870.0,17.9938,215.9153,1,GSI_field_inventory,False,False,True
22482,MZ/AIZ/83D16/2016/93,Mizoram,Aizawl,on the way to N. Serzawl,,24.025487,92.907485,Earth,Slide,,,,,,,,,,,,1031.0,31.4613,262.7807,1,GSI_field_inventory,False,False,True
22483,MZ/AIZ/83D16/2016/76,Mizoram,Aizawl,5.8km north of Darlawn,,24.025506,92.915628,Rock,Fall,2016,,,,,,,,,,,1033.0,40.1711,350.9407,1,GSI_field_inventory,False,False,True
22484,MZ/KOL/83D12/2016/15,Mizoram,Aizawl,8.5km S of Sailut,,24.025542,92.91546,Rock,Slide,,,,,,,,,,,,1033.0,40.1711,350.9407,1,GSI_field_inventory,False,False,True
22485,MZ/AIZ/83D16/2016/75,Mizoram,Aizawl,5.5km north of Darlawn,,24.025676,92.914807,Rock,Slide,2016,,,,,,,,,,,1042.0,39.15,22.3937,1,GSI_field_inventory,False,False,True
22486,MZ/CHA/83H04/2017/6,Mizoram,Champhai,5.5 km milestone to Tuival river,from Khawkawn,24.026138,93.240166,Rock,Slide,,,,,,,,,,,,691.0,27.5511,70.515,1,GSI_field_inventory,False,False,True
22487,MZ/AIZ/83D16/2016/74,Mizoram,Aizawl,5km N. Of Darlawn,,24.026556,92.911915,Rock,Fall,2016,,,,,,,,,,,1044.0,36.2939,24.6007,1,GSI_field_inventory,False,False,True
22488,MZ/AIZ/83D16/2016/73,Mizoram,Aizawl,North of Darlawn,,24.028721,92.909301,Earth,Slide,2016,,,,,,,,,,,1068.0,17.3816,63.0962,1,GSI_field_inventory,False,False,True
22489,MZ/KOL/83D12/2016/13,Mizoram,Kolasib,New Kawnpui(HM motors),,24.030186,92.673377,Debris,Slide,,,,,,,,,,,,731.0,24.4433,135.4212,1,GSI_field_inventory,False,False,True
22490,MZ/AIZ/83D16/2016/97,Mizoram,Aizawl,towards N. Serzawl,,24.030416,92.901491,Rock,Slide,,,,,,,,,,,,974.0,23.0702,102.0658,1,GSI_field_inventory,False,False,True
22491,MZ/KOL/83D12/2016/9,Mizoram,Kolasib,way to Maulvum,,24.030588,92.668422,Debris,Slide,,,,,,,,,,,,914.0,30.163,87.206,1,GSI_field_inventory,False,False,True
22492,MZ/AIZ/83D16/2016/71,Mizoram,Aizawl,Turial road,,24.030793,92.793313,Earth,Slide,2016,,,,,,,,,,,632.0,27.3363,36.2591,1,GSI_field_inventory,False,False,True
22493,MZ/KOL/83D12/2016/12,Mizoram,Kolasib,Kawnpui,,24.033563,92.674267,Debris,Slide,,,,,,,,,,,,767.0,22.9423,162.9556,1,GSI_field_inventory,False,False,True
22494,MZ/AIZ/83D16/2016/42,Mizoram,Aizawl,N. Of North Chaltlang,,24.036336,92.770846,Rock,Slide,,,,,,,,,,,,945.0,31.7006,285.974,1,GSI_field_inventory,False,False,True
22495,MZ/AIZ/83D16/2016/43,Mizoram,Aizawl,North Chaltlang,,24.036893,92.771278,Rock,Slide,,,,,,,,,,,,945.0,28.2803,318.7829,1,GSI_field_inventory,False,False,True
22496,MZ/AIZ/83D16/2016/77,Mizoram,Aizawl,6km south of Sailutar,,24.037336,92.922455,Debris,Slide,2016,,,,,,,,,,,913.0,25.7407,59.7602,1,GSI_field_inventory,False,False,True
22497,MZ/KOL/83D12/2016/14,Mizoram,Aizawl,6km S of Sailut,,24.037395,92.922461,Debris,Slide,,,,,,,,,,,,908.0,25.2191,78.0987,1,GSI_field_inventory,False,False,True
22498,MZ/AIZ/83D16/2016/78,Mizoram,Aizawl,6km south of Sailutar,,24.037574,92.922489,Earth,Slide,2016,,,,,,,,,,,908.0,25.2191,78.0987,1,GSI_field_inventory,False,False,True
22499,MZ/AIZ/83H04/2017/10,Mizoram,Aizawl,TlangnuamDaido section,,24.038279,93.140945,Rock,Slide,,,,,,,,,,,,1037.0,22.6174,91.1132,1,GSI_field_inventory,False,False,True
22500,MZ/AIZ/83D16/2016/70,Mizoram,Aizawl,Turial road,,24.039744,92.780045,Rock,Fall,2016,,,,,,,,,,,877.0,39.997,129.5461,1,GSI_field_inventory,False,False,True
22501,MZ/CHA/83H04/2017/2,Mizoram,Champhai,9.5 km milestone to Tuival river,from Khawkawn,24.039833,93.232864,Rock,Slide,,,,,,,,,,,,941.0,38.4233,180.6402,1,GSI_field_inventory,False,False,True
22502,MZ/AIZ/83D16/2016/45,Mizoram,Aizawl,N. Of North Chaltlang,,24.040703,92.774277,Rock,Slide,,,,,,,,,,,,941.0,12.9761,270.0,1,GSI_field_inventory,False,False,True
22503,MZ/AIZ/83D16/2016/44,Mizoram,Aizawl,N. Of North Chaltlang,,24.040967,92.774357,Rock,Slide,,,,,,,,,,,,943.0,3.9438,176.3146,1,GSI_field_inventory,False,False,True
22505,MZ/AIZ/83D16/2016/67,Mizoram,Aizawl,South of Bukpui village,,24.043187,92.77542,Rock,Slide,2016,,,,,,,,,,,977.0,31.1128,273.075,1,GSI_field_inventory,False,False,True
22506,MZ/AIZ/83H04/2017/13,Mizoram,Aizawl,"VanbawngTuivai R, east of",Vanbawng,24.043417,93.066307,Debris,Slide,,,,,,,,,,,,910.0,25.064,65.4577,1,GSI_field_inventory,False,False,True
22507,MZ/AIZ/83D16/2016/68,Mizoram,Aizawl,South of Bukpui village,,24.043492,92.775423,Rock,Slide,2016,,,,,,,,,,,977.0,30.3547,255.5951,1,GSI_field_inventory,False,False,True
22508,MZ/AIZ/83D16/2016/66,Mizoram,Aizawl,South of Bukpui village,,24.045278,92.775169,Rock,Slide,2016,,,,,,,,,,,959.0,27.4919,278.9479,1,GSI_field_inventory,False,False,True
22509,MZ/AIZ/83H04/2017/14,Mizoram,Aizawl,VanbawngN Khawlek section,,24.046499,93.04422,Rock,Slide,,,,,,,,,,,,1217.0,16.9555,165.694,1,GSI_field_inventory,False,False,True
22510,MZ/AIZ/83H04/2017/11,Mizoram,Aizawl,VanbawngTuivai R,,24.047916,93.056946,Debris,Slide,,,,,,,,,,,,1229.0,44.61,112.9377,1,GSI_field_inventory,False,False,True
22511,MZ/AIZ/83H04/2017/3,Mizoram,Aizawl,"VanbawngTuivai R, east of",Vanbawng,24.048695,93.061638,Debris,Slide,,,,,,,,,,,,1090.0,36.0123,208.3954,1,GSI_field_inventory,False,False,True
22512,MZ/MAM/83D08/2020/2,Mizoram,Mamit,South of Rengdil village slide 2,"2 Km south of Rengdil village and North of Kwarthah village, on NH-108",24.05,92.38,Rock,Slide,2019,,,,,,,,,,,649.0,31.1892,275.3703,1,GSI_field_inventory,False,False,True
22513,MZ/MAM/83D08/2020/3,Mizoram,Mamit,South of Rengdil village slide 1,"1.5 Km south of Rengdil village, on NH-108",24.05,92.38,Rock,Slide,2019,,,,,,,,,,,649.0,31.1892,275.3703,1,GSI_field_inventory,False,False,True
22514,MZ/AIZ/83D16/2016/65,Mizoram,Aizawl,South of Bukpui village,,24.050391,92.775525,Rock,Slide,2016,,,,,,,,,,,966.0,36.1484,287.7398,1,GSI_field_inventory,False,False,True
22515,MZ/AIZ/83D16/2016/64,Mizoram,Aizawl,South of Bukpui village,,24.053275,92.77647,Rock,Slide,2016,,,,,,,,,,,979.0,31.7174,278.2828,1,GSI_field_inventory,False,False,True
22516,MZ/AIZ/83D16/2016/79,Mizoram,Aizawl,4km south of Sailutar,,24.056205,92.916817,Rock,Slide,,,,,,,,,,,,864.0,21.263,106.9293,1,GSI_field_inventory,False,False,True
