Sl.No,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,History,rainfall_24h,rainfall_3d,rainfall_7d,rainfall_source,rainfall_source_type,rainfall_status,soil_moisture,soil_moisture_source,soil_moisture_source_type,soil_moisture_status,elevation,slope,aspect,landslide,sample_source,rainfall_available,soil_moisture_available,terrain_available
1604,AR/ANJ/91D12/2014/14,Arunachal Pradesh,Anjaw,32.4 km Slide,HMC road,28.22328,96.55303,Rock,Slide,2013,,,,,,,,,,,1515.0,34.5798,19.0556,1,GSI_field_inventory,False,False,True
1605,AR/ANJ/91D12/2014/28,Arunachal Pradesh,Anjaw,29.9 km Slide,HMC road,28.22381,96.53644,Rock,Slide,2013,,,,,,,,,,,1446.0,42.8474,35.7544,1,GSI_field_inventory,False,False,True
1606,AP/LDV/82P16/2022/38,Arunachal Pradesh,Lower Dibang Valley,From Roing 27.1 kms along NH-313,towards Mayudia Pass NH-313 (Roing-Anini road),28.223825,95.829105,Debris,Slide,,,,,,,,,,,,1408.0,23.9958,7.7087,1,GSI_field_inventory,False,False,True
1607,AR/ANJ/91D12/2014/09,Arunachal Pradesh,Anjaw,33.3 km slide,HMC road,28.22408,96.55872,Rock,Slide,2013,,,,,,,,,,,1642.0,49.1088,342.4054,1,GSI_field_inventory,False,False,True
1608,AR/WS/82L16/2022/081,Arunachal Pradesh,West Siang,Damda-Debuk Slide 1,NH-13,28.225583,94.889167,Debris,Slide,,,,,,,,,,,,293.0,38.7948,4.5881,1,GSI_field_inventory,False,False,True
1611,AP/LDV/82P16/2022/53,Arunachal Pradesh,Lower Dibang Valley,From Roing 21.8 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.227703,95.781369,Debris,Slide,,,,,,,,,,,,888.0,25.353,7.7998,1,GSI_field_inventory,False,False,True
1612,AP/ES/82P12/2022/76,Arunachal Pradesh,East Siang,From Bomjir 17.6 kms along NH-13,towards Pasighat NH-313 (Roing-Pasighat road),28.227891,95.541082,Debris,Slide,,,,,,,,,,,,505.0,20.0258,123.7223,1,GSI_field_inventory,False,False,True
1613,AR/ANJ/91D12/2014/41,Arunachal Pradesh,Anjaw,H. M. C. Road,,28.22797,96.54606,Debris,Slide,2013,,,,,,,,,,,1617.0,32.425,132.478,1,GSI_field_inventory,False,False,True
1615,AP/LDV/82P16/2022/50,Arunachal Pradesh,Lower Dibang Valley,From Roing 22 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.229114,95.780019,Debris,Slide,,,,,,,,,,,,888.0,34.9236,89.3358,1,GSI_field_inventory,False,False,True
1616,AP/LDV/82P16/2022/52,Arunachal Pradesh,Lower Dibang Valley,From Roing 22.17 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.229809,95.779855,Debris,Slide,,,,,,,,,,,,910.0,33.3323,76.1147,1,GSI_field_inventory,False,False,True
1617,AR/ANJ/91D12/2014/40,Arunachal Pradesh,Anjaw,H. M. C. Road,,28.23153,96.54272,Debris,Slide,2013,,,,,,,,,,,1668.0,43.8863,225.361,1,GSI_field_inventory,False,False,True
1619,AP/LDV/82P16/2022/49,Arunachal Pradesh,Lower Dibang Valley,From Roing 22.9 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.234199,95.777037,Debris,Slide,,,,,,,,,,,,864.0,29.4309,29.7788,1,GSI_field_inventory,False,False,True
1620,AR/WS/82L16/2022/087,Arunachal Pradesh,West Siang,Koreng-Aalo road Slide 3,NH-13,28.234833,94.972278,Rock,Slide,,,,,,,,,,,,275.0,41.0583,357.2797,1,GSI_field_inventory,False,False,True
1622,AP/LDV/82P16/2022/48,Arunachal Pradesh,Lower Dibang Valley,From Roing 23.3 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.237008,95.776204,Debris,Slide,,,,,,,,,,,,844.0,27.5187,94.9017,1,GSI_field_inventory,False,False,True
1623,AR/WS/82L16/2022/086,Arunachal Pradesh,West Siang,Koreng-Aalo road Slide 2,NH-13,28.237361,94.954808,Debris,Slide,,,,,,,,,,,,325.0,36.1902,22.5194,1,GSI_field_inventory,False,False,True
1624,AP/LDV/82P16/2022/32,Arunachal Pradesh,Lower Dibang Valley,From Roing 46.8 kms along NH-313,towards Mayudia Pass NH-313 (Roing-Anini road),28.237425,95.897823,Rock,Slide,,,,,,,,,,,,2363.0,48.377,235.1271,1,GSI_field_inventory,False,False,True
1625,AP/ES/82P12/2022/79,Arunachal Pradesh,East Siang,From Bomjir 16 kms along NH-13,towards Pasighat NH-313 (Roing-Pasighat road),28.237716,95.535611,Debris,Slide,,,,,,,,,,,,581.0,8.3936,163.7286,1,GSI_field_inventory,False,False,True
1626,AP/LDV/82P16/2022/47,Arunachal Pradesh,Lower Dibang Valley,From Roing 23.5 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.238144,95.774758,Debris,Slide,,,,,,,,,,,,846.0,29.9879,76.2055,1,GSI_field_inventory,False,False,True
1627,AP/LDV/82P16/2022/33,Arunachal Pradesh,Lower Dibang Valley,IHO Viewpoint landslide. From Roing,46.3 kms along NH-313 towards Mayudia Pass NH-313 (Roing-Anini road),28.238615,95.893348,Debris,Slide,,,,,,,,,,,,2328.0,35.4702,186.2924,1,GSI_field_inventory,False,False,True
1628,AP/LDV/82P16/2022/34,Arunachal Pradesh,Lower Dibang Valley,IHO Viewpoint landslide. From Roing,46.2 kms along NH-313 towards Mayudia Pass NH-313 (Roing-Anini road),28.238692,95.892681,Debris,Slide,,,,,,,,,,,,2312.0,40.4542,199.185,1,GSI_field_inventory,False,False,True
1629,AP/LDV/82P16/2022/39,Arunachal Pradesh,Lower Dibang Valley,From Roing 23.7 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.239482,95.774559,Rock,Slide,,,,,,,,,,,,862.0,36.7868,84.4093,1,GSI_field_inventory,False,False,True
1630,AR/ANJ/91D12/2014/39,Arunachal Pradesh,Anjaw,37.6 km rockslide,H. M. C. Road,28.23969,96.52778,Rock,Topple,2013,,,,,,,,,,,1626.0,36.4593,336.1638,1,GSI_field_inventory,False,False,True
1631,AP/LDV/82P16/2022/46,Arunachal Pradesh,Lower Dibang Valley,From Roing 23.8 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.240442,95.774201,Rock,Slide,,,,,,,,,,,,830.0,41.1226,52.6099,1,GSI_field_inventory,False,False,True
1632,AP/LDV/82P16/2022/36,Arunachal Pradesh,Lower Dibang Valley,From Roing 37 kms along NH-313,towards Mayudia Pass NH-313 (Roing-Anini road),28.240521,95.866592,Debris,Slide,,,,,,,,,,,,1856.0,38.7239,222.5339,1,GSI_field_inventory,False,False,True
1633,AP/LDV/82P16/2022/37,Arunachal Pradesh,Lower Dibang Valley,From Roing 37.12 kms along NH-313,towards Mayudia Pass NH-313 (Roing-Anini road),28.241041,95.866387,Rock,Slide,,,,,,,,,,,,1860.0,24.7609,279.5965,1,GSI_field_inventory,False,False,True
1634,AP/LDV/82P16/2022/31,Arunachal Pradesh,Lower Dibang Valley,Mayudia Pass landslide.,NH-313 (Roing-Anini road),28.24175,95.925012,Debris,Slide,,,,,,,,,,,,2642.0,15.5577,127.6264,1,GSI_field_inventory,False,False,True
1635,AP/LDV/82P16/2022/30,Arunachal Pradesh,Lower Dibang Valley,Mayudia Pass landslide. From,Mayudia Pass 0.2 kms along NH-313 towards Hunli NH-313 (Roing-Anini road),28.242214,95.923556,Debris,Slide,,,,,,,,,,,,2657.0,34.2832,22.1701,1,GSI_field_inventory,False,False,True
1636,AR/S/82P04/2022/032,Arunachal Pradesh,Upper Siang,South of Jeru Slide 4,NH-513,28.242389,94.220861,Debris,Slide,,,,,,,,,,,,827.0,34.1903,188.5554,1,GSI_field_inventory,False,False,True
1637,AP/ES/82P12/2022/80,Arunachal Pradesh,East Siang,From Bomjir 15.5 kms along NH-13,towards Pasighat NH-313 (Roing-Pasighat road),28.242444,95.536828,Rock,Fall,,,,,,,,,,,,594.0,27.8153,146.7317,1,GSI_field_inventory,False,False,True
1638,AP/LDV/82P16/2022/29,Arunachal Pradesh,Lower Dibang Valley,Mayudia Pass landslide. From,Mayudia Pass 0.3 kms along NH-313 towards Hunli NH-313 (Roing-Anini road),28.242782,95.922731,Rock,Slide,,,,,,,,,,,,2656.0,24.0459,47.8416,1,GSI_field_inventory,False,False,True
1639,AP/ES/82P12/2022/81,Arunachal Pradesh,East Siang,From Bomjir 15.3 kms along NH-13,towards Pasighat NH-313 (Roing-Pasighat road),28.242969,95.537549,Rock,Slide,,,,,,,,,,,,601.0,28.2219,151.9151,1,GSI_field_inventory,False,False,True
1640,AP/LDV/82P16/2022/40,Arunachal Pradesh,Lower Dibang Valley,From Roing 24.4 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.242997,95.772144,Debris,Slide,,,,,,,,,,,,805.0,19.4904,10.4696,1,GSI_field_inventory,False,False,True
1641,AP/LDV/82P16/2022/27,Arunachal Pradesh,Lower Dibang Valley,Mayudia Pass landslide. From,Mayudia Pass 0.45 kms along NH-313 towards Hunli NH-313 (Roing-Anini road),28.243182,95.921338,Rock,Slide,,,,,,,,,,,,2675.0,26.4639,0.5288,1,GSI_field_inventory,False,False,True
1642,AP/LDV/82P16/2022/28,Arunachal Pradesh,Lower Dibang Valley,Mayudia Pass landslide.From,Mayudia Pass 0.4 kms along NH-313 towards Hunli NH-313 (Roing-Anini road),28.243322,95.921911,Rock,Slide,,,,,,,,,,,,2638.0,41.8516,15.7725,1,GSI_field_inventory,False,False,True
1643,AP/ES/82P12/2022/82,Arunachal Pradesh,East Siang,From Bomjir 15.1 kms along NH-13,towards Pasighat NH-313 (Roing-Pasighat road),28.243417,95.538216,Debris,Slide,,,,,,,,,,,,613.0,31.2239,161.4407,1,GSI_field_inventory,False,False,True
1644,AP/LDV/82P15/2022/21,Arunachal Pradesh,Lower Dibang Valley,From Roing 45.3 kms along NH-313,towards Mayudia Pass NH-313 (Roing-Anini road),28.243461,95.894049,Rock,Slide,,,,,,,,,,,,2377.0,45.9254,309.6935,1,GSI_field_inventory,False,False,True
1645,AP/LDV/82P16/2022/43,Arunachal Pradesh,Lower Dibang Valley,From Roing 24.8 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.244851,95.773499,Rock,Slide,,,,,,,,,,,,791.0,30.9002,123.2103,1,GSI_field_inventory,False,False,True
1646,AP/LDV/82P16/2022/26,Arunachal Pradesh,Lower Dibang Valley,From Mayudia Pass 1.2 kms along NH-,313 towards Hunli NH-313 (Roing-Anini road),28.244966,95.914872,Rock,Slide,,,,,,,,,,,,2662.0,39.3222,353.2364,1,GSI_field_inventory,False,False,True
1647,AP/LDV/82P16/2022/25,Arunachal Pradesh,Lower Dibang Valley,From Mayudia Pass 1.34 kms along,NH-313 towards Hunli NH-313 (Roing-Anini road),28.244975,95.914094,Rock,Slide,,,,,,,,,,,,2640.0,51.254,4.4401,1,GSI_field_inventory,False,False,True
1648,AP/LDV/82P16/2022/42,Arunachal Pradesh,Lower Dibang Valley,From Roing 24.9 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.245016,95.77363,Debris,Slide,,,,,,,,,,,,800.0,27.1881,114.185,1,GSI_field_inventory,False,False,True
1649,AP/LDV/82P16/2022/41,Arunachal Pradesh,Lower Dibang Valley,From Roing 25.1 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.245371,95.774057,Debris,Slide,,,,,,,,,,,,783.0,22.2943,113.2542,1,GSI_field_inventory,False,False,True
1650,AP/LDV/82P16/2022/35,Arunachal Pradesh,Lower Dibang Valley,From Roing 44.5 kms along NH-313,towards Mayudia Pass NH-313 (Roing-Anini road),28.246304,95.889037,Rock,Slide,,,,,,,,,,,,2266.0,30.0986,208.3939,1,GSI_field_inventory,False,False,True
1651,AP/LDV/82P16/2022/77,Arunachal Pradesh,Lower Dibang Valley,From Bomjir 14.3 kms along NH-13,towards Pasighat NH-313 (Roing-Pasighat road),28.246512,95.541646,Rock,Slide,,,,,,,,,,,,591.0,20.7966,157.9772,1,GSI_field_inventory,False,False,True
1652,AP/LDV/82P16/2022/78,Arunachal Pradesh,Lower Dibang Valley,From Bomjir 13.6 kms along NH-13,towards Pasighat NH-313 (Roing-Pasighat road),28.249718,95.546273,Debris,Slide,,,,,,,,,,,,616.0,49.7046,147.2161,1,GSI_field_inventory,False,False,True
1653,AP/LDV/82P11/2022/LS71,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,"NH-13, towards sisseri bridge",28.251139,95.55011,Debris,Slide,,,,,,,,,,,,517.0,45.7474,138.856,1,GSI_field_inventory,False,False,True
1654,AR/ANJ/91D11/2014/38,Arunachal Pradesh,Anjaw,H. M. C. Road,,28.25203,96.54264,Debris,Slide,2013,,,,,,,,,,,1886.0,27.6439,285.2307,1,GSI_field_inventory,False,False,True
1655,AP/LDV/82P16/2022/45,Arunachal Pradesh,Lower Dibang Valley,From Roing 26.2 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.252176,95.775797,Rock,Slide,,,,,,,,,,,,687.0,39.9868,97.4858,1,GSI_field_inventory,False,False,True
1656,AP/LDV/82P15/2022/18,Arunachal Pradesh,Lower Dibang Valley,500 m south from landslide no. 44,Newly connstructing Roing- Hunli/ Anini road NH-313,28.252507,95.781741,Debris,Slide,,,,,,,,,,,,764.0,37.8363,268.5071,1,GSI_field_inventory,False,False,True
1657,AP/LDV/82P16/2022/24,Arunachal Pradesh,Lower Dibang Valley,From Mayudia Pass 3.1 kms along NH-,313 towards Hunli NH-313 (Roing-Anini road),28.253453,95.908055,Rock,Slide,,,,,,,,,,,,2565.0,38.5691,123.9359,1,GSI_field_inventory,False,False,True
1658,AP/LDV/82P11/2022/LS72,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,"NH-13, towards Sesseri bridge",28.253915,95.578439,Debris,Slide,,,,,,,,,,,,445.0,23.1009,206.896,1,GSI_field_inventory,False,False,True
1659,AP/LDV/82P11/2022/LS73,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,"NH-13, near Sesseri bridge",28.254509,95.581558,Debris,Slide,,,,,,,,,,,,423.0,19.4861,157.8806,1,GSI_field_inventory,False,False,True
1660,AP/LDV/82P11/2022/LS74,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,"NH-13, Sesseri Bridge",28.255059,95.576996,Debris,Slide,,,,,,,,,,,,460.0,15.4429,254.7108,1,GSI_field_inventory,False,False,True
1662,AP/LDV/82P11/2022/LS75,Arunachal Pradesh,Lower Dibang Valley,LS-75,NH-13,28.255355,95.551658,Debris,Slide,,,,,,,,,,,,543.0,21.6301,80.0088,1,GSI_field_inventory,False,False,True
1664,AP/LDV/82P15/2022/23,Arunachal Pradesh,Lower Dibang Valley,From Mayudia Pass 3.5 kms along,NH-313 towards Hunli NH-313 (Roing-Anini road),28.255967,95.907144,Rock,Slide,,,,,,,,,,,,2542.0,39.7299,342.6313,1,GSI_field_inventory,False,False,True
1665,AP/E-Siang/82P8/2021/LS26,Arunachal Pradesh,Lower Dibang Valley,LS-26,NH-13,28.256126,95.576152,Debris,Slide,,,,,,,,,,,,472.0,6.3726,209.581,1,GSI_field_inventory,False,False,True
1666,AP/LDV/82P11/2022/LS77,Arunachal Pradesh,Lower Dibang Valley,LS-77,NH-13,28.256397,95.550978,Debris,Slide,,,,,,,,,,,,603.0,43.6765,84.8936,1,GSI_field_inventory,False,False,True
1667,AP/LDV/82P11/2022/LS76,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,"NH-13, towards Sesseri bridge",28.256434,95.57515,Debris,Slide,,,,,,,,,,,,462.0,16.5848,209.581,1,GSI_field_inventory,False,False,True
1668,AP/LDV/82P11/2022/LS84,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,"NH-13, Sesseri Bridge",28.25701,95.551656,Debris,Slide,,,,,,,,,,,,585.0,20.9229,105.9749,1,GSI_field_inventory,False,False,True
1669,AP/LDV/82P15/2022/20,Arunachal Pradesh,Lower Dibang Valley,From Roing 26.8 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.257258,95.777764,Debris,Slide,,,,,,,,,,,,649.0,32.3426,129.7256,1,GSI_field_inventory,False,False,True
1670,AP/E-Siang/82P8/2021/LS27,Arunachal Pradesh,Lower Dibang Valley,LS-27,"NH-513, towards Bodak village",28.25736,95.55087,Debris,Slide,,,,,,,,,,,,623.0,22.4081,101.3203,1,GSI_field_inventory,False,False,True
1671,AP/LDV/82P16/2022/44,Arunachal Pradesh,Lower Dibang Valley,From Roing 27.2 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.257991,95.781619,Debris,Slide,,,,,,,,,,,,650.0,27.8764,258.9728,1,GSI_field_inventory,False,False,True
1672,AP/LDV/82P/11/2022/LS-85,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,Sisseri Bridge.,28.258122,95.55209,Debris,Slide,,,,,,,,,,,,550.0,32.3737,63.0493,1,GSI_field_inventory,False,False,True
1673,AP/LDV/82P/11/2022/LS-86,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,Sisseri bridge,28.258144,95.551252,Debris,Slide,,,,,,,,,,,,578.0,30.8371,32.0748,1,GSI_field_inventory,False,False,True
1674,AR/ANJ/91D11/2014/32,Arunachal Pradesh,Anjaw,Metumna slide,H.M.C. Road,28.25897,96.54433,Rock,Topple,2013,,,,,,,,,,,1693.0,44.6888,295.7002,1,GSI_field_inventory,False,False,True
1675,AP/LDV/82P15/2022/17,Arunachal Pradesh,Lower Dibang Valley,From Roing 27.5 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.259524,95.780336,Debris,Slide,,,,,,,,,,,,661.0,44.0709,114.9747,1,GSI_field_inventory,False,False,True
1676,AP/LDV/82P/11/2022/LS-87,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,Sisseri bridge.,28.259561,95.568965,Debris,Slide,,,,,,,,,,,,458.0,20.8057,237.8239,1,GSI_field_inventory,False,False,True
1678,AP/LDV/82P15/2022/22,Arunachal Pradesh,Lower Dibang Valley,From Mayudia Pass 4.5 kms along NH-,313 towards Hunli NH-313 (Roing-Anini road),28.26053,95.904556,Rock,Slide,,,,,,,,,,,,2490.0,36.0737,179.2773,1,GSI_field_inventory,False,False,True
1679,AP/LDV/82P/11/2022/LS-88,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,Sisseri bridge,28.261147,95.567331,Debris,Slide,,,,,,,,,,,,474.0,20.3145,195.8457,1,GSI_field_inventory,False,False,True
1681,AP/LDV/82P/11/2022/LS-90,Arunachal Pradesh,Lower Dibang Valley,Near Sisseri bridge slide,Near Sisseri bridge,28.261999,95.56626,Debris,Slide,,,,,,,,,,,,485.0,24.4915,220.9646,1,GSI_field_inventory,False,False,True
1682,AP/LDV/83P/11/2022/LS-91,Arunachal Pradesh,Lower Dibang Valley,Sisseri bridge slide,West ofSisseri bridge slide.,28.262338,95.565698,Debris,Slide,,,,,,,,,,,,472.0,36.6433,245.233,1,GSI_field_inventory,False,False,True
1683,AR/ANJ/91D11/2014/37,Arunachal Pradesh,Anjaw,H. M. C. Road,,28.2625,96.5465,Rock,Slide,2012,,,,,,,,,,,1678.0,37.0223,349.1134,1,GSI_field_inventory,False,False,True
1684,AP/LDV/82P/11/2022/LS-92,Arunachal Pradesh,Lower Dibang Valley,West Sisseri bridge slide,NH-13.,28.262806,95.565421,Debris,Slide,,,,,,,,,,,,469.0,37.8029,253.638,1,GSI_field_inventory,False,False,True
1685,AP/LDV/82P11/2022/LS83,Arunachal Pradesh,Lower Dibang Valley,LS-83,NH-13,28.262879,95.551911,Debris,Slide,,,,,,,,,,,,468.0,32.2705,49.178,1,GSI_field_inventory,False,False,True
1686,AP/LDV/82P/11/2022/LS-93,Arunachal Pradesh,Lower Dibang Valley,West of Sisseri bridge,Western bank of Sisseri river,28.262989,95.59932,Debris,Slide,,,,,,,,,,,,495.0,24.8511,157.853,1,GSI_field_inventory,False,False,True
1687,AP/E-Siang/82P8/2021/LS28,Arunachal Pradesh,Lower Dibang Valley,LS-28,NH-513,28.263228,95.570962,Debris,Slide,,,,,,,,,,,,509.0,40.7563,294.9995,1,GSI_field_inventory,False,False,True
1689,AP/LDV/82P/11/2022/LS-95,Arunachal Pradesh,Lower Dibang Valley,West Sessiri bridge,NH-13,28.263731,95.551326,Debris,Slide,,,,,,,,,,,,475.0,50.9661,55.4146,1,GSI_field_inventory,False,False,True
1690,AP/LDV/82P/14/2022/LS-96,Arunachal Pradesh,Lower Dibang Valley,,NH-313,28.264331,95.565798,Debris,Slide,,,,,,,,,,,,498.0,30.3595,242.4252,1,GSI_field_inventory,False,False,True
1691,AP/E-Siang/82P8/2022/LS30,Arunachal Pradesh,Lower Dibang Valley,Mebo Slide,"NH-13, NE of Mebo village",28.2646,95.571519,Debris,Slide,,,,,,,,,,,,510.0,29.9193,278.0853,1,GSI_field_inventory,False,False,True
1693,AR/ANJ/91D11/2014/36,Arunachal Pradesh,Anjaw,H. M. C. Road,,28.26522,96.57889,Debris,Flow,2013,,,,,,,,,,,1444.0,25.1434,13.0123,1,GSI_field_inventory,False,False,True
1694,AP/E-Siang/82P8/2022/LS31,Arunachal Pradesh,Lower Dibang Valley,Mebo Slide,"NH-13, NE of Mebo village",28.265266,95.56964,Debris,Slide,,,,,,,,,,,,566.0,26.4976,111.426,1,GSI_field_inventory,False,False,True
1695,AP/E-Siang/82P8/2022/LS32,Arunachal Pradesh,Lower Dibang Valley,Mebo Slide,"NH-13, NE of Mebo village",28.265532,95.549321,Debris,Slide,,,,,,,,,,,,513.0,40.3636,13.7601,1,GSI_field_inventory,False,False,True
1696,AP/DV/82P/14/2022/LS-97,Arunachal Pradesh,Lower Dibang Valley,,NH-313,28.265561,95.562854,Debris,Slide,,,,,,,,,,,,466.0,29.6285,205.3525,1,GSI_field_inventory,False,False,True
1697,AP/DV/82P/14/2022/LS-98,Arunachal Pradesh,Lower Dibang Valley,,NH-313,28.265563,95.563438,Debris,Slide,,,,,,,,,,,,475.0,26.4291,196.1011,1,GSI_field_inventory,False,False,True
1698,AP/DV/82P/13/2022/LS-149,Arunachal Pradesh,Lower Dibang Valley,Anini-Etalin slide,Anini-Etalin road section,28.265803,95.570892,Debris,Slide,,,,,,,,,,,,540.0,27.247,176.4191,1,GSI_field_inventory,False,False,True
1699,AP/E-Siang/82P8/2022/LS33,Arunachal Pradesh,Lower Dibang Valley,Mebo Slide,"NH-13, NE of Mebo village",28.265836,95.563875,Debris,Slide,,,,,,,,,,,,497.0,22.2433,181.9315,1,GSI_field_inventory,False,False,True
1701,AP/DV/82P/14/2022/LS-100,Arunachal Pradesh,Lower Dibang Valley,,NH-313,28.265965,95.560934,Debris,Slide,,,,,,,,,,,,405.0,29.0376,226.7468,1,GSI_field_inventory,False,False,True
1702,AP/DV/82P/14/2022/LS-99,Arunachal Pradesh,Lower Dibang Valley,,NH-313,28.266271,95.609385,Debris,Slide,,,,,,,,,,,,477.0,27.0054,121.0741,1,GSI_field_inventory,False,False,True
1703,AP/DV/83P/14/2022/LS-101,Arunachal Pradesh,Lower Dibang Valley,<Null>,NH-313,28.266795,95.607261,Debris,Slide,,,,,,,,,,,,473.0,15.5012,231.1383,1,GSI_field_inventory,False,False,True
1704,AP/LDV/82P15/2022/16,Arunachal Pradesh,Lower Dibang Valley,From Roing 29 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.266807,95.789109,Debris,Slide,,,,,,,,,,,,862.0,53.3132,275.0161,1,GSI_field_inventory,False,False,True
1705,AR/US/82P04/2022/016,Arunachal Pradesh,Upper Siang,Pasighat-Yingkiong road Slide 7,NH-513,28.266889,95.21425,Debris,Slide,,,,,,,,,,,,550.0,25.463,173.9069,1,GSI_field_inventory,False,False,True
1706,AP/DV/84P/14/2022/LS-102,Arunachal Pradesh,Lower Dibang Valley,Anini Slide,"NH-13, Etalin to Anini",28.267216,95.559542,Debris,Slide,,,,,,,,,,,,408.0,28.5057,201.3345,1,GSI_field_inventory,False,False,True
1707,AP/E-Siang/82P8/2022/LS34,Arunachal Pradesh,Lower Dibang Valley,Mebo Slide,"NH-13, nE of Mebo village",28.267526,95.561048,Debris,Slide,,,,,,,,,,,,528.0,43.7087,225.3498,1,GSI_field_inventory,False,False,True
1708,AP/LD/82P/14/2022/LS-103,Arunachal Pradesh,Lower Dibang Valley,<Null>,"NH-13, Etalin to Anini",28.267726,95.551477,Debris,Slide,,,,,,,,,,,,465.0,23.148,198.8099,1,GSI_field_inventory,False,False,True
1709,AR/ANJ/91D11/2014/29,Arunachal Pradesh,Anjaw,Chipru slide,HMC road,28.26786,96.55781,Rock,Flow,2013,,,,,,,,,,,1655.0,37.6791,294.4543,1,GSI_field_inventory,False,False,True
1710,AR/ANJ/91D11/2014/31,Arunachal Pradesh,Anjaw,H. M. C. Road,,28.26814,96.55728,Rock,Slide,2013,,,,,,,,,,,1595.0,43.2241,291.7348,1,GSI_field_inventory,False,False,True
1711,AP/E-Siang/82P8/2022/LS35,Arunachal Pradesh,Lower Dibang Valley,Mebo Slide,"NH-13, nE of Mebo village, upstream of River",28.26825,95.555457,Debris,Slide,,,,,,,,,,,,521.0,33.9944,169.7958,1,GSI_field_inventory,False,False,True
1712,AP/E-Siang/82P8/2022/LS36,Arunachal Pradesh,Lower Dibang Valley,LS-36,"NH-13, NE of Siluk village",28.269062,95.610767,Debris,Slide,,,,,,,,,,,,470.0,24.2736,93.0865,1,GSI_field_inventory,False,False,True
1714,AP/E-Siang/82P8/2022/LS37,Arunachal Pradesh,Lower Dibang Valley,LS-37,"NH-13, Sesseri Bridge",28.26986,95.610757,Debris,Slide,,,,,,,,,,,,477.0,23.723,100.6135,1,GSI_field_inventory,False,False,True
1715,AP/LDV/82P16/2022/152,Arunachal Pradesh,Lower Dibang Valley,,,28.27138,95.90606,Rock,Slide,,,,,,,,,,,,2413.0,42.198,185.5257,1,GSI_field_inventory,False,False,True
1716,AR/US/82P04/2022/017,Arunachal Pradesh,Upper Siang,Pasighat-Yingkiong road Slide 8,NH-513,28.272,95.208417,Debris,Slide,,,,,,,,,,,,606.0,27.4764,185.0693,1,GSI_field_inventory,False,False,True
1717,AP/LDV/82P15/2022/15,Arunachal Pradesh,Lower Dibang Valley,From Roing 29.8 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.273544,95.789425,Debris,Slide,,,,,,,,,,,,787.0,51.0927,300.6337,1,GSI_field_inventory,False,False,True
1718,AR/ANJ/91D11/2014/30,Arunachal Pradesh,Anjaw,HMC road,,28.27378,96.57031,Debris,Slide,2012,,,,,,,,,,,1680.0,49.9097,236.2694,1,GSI_field_inventory,False,False,True
1720,AP/LDV/82P15/2022/14,Arunachal Pradesh,Lower Dibang Valley,From Roing 30.4 kms along NH-313,towards Hunli Newly connstructing Roing- Hunli/ Anini road NH-313,28.277716,95.789358,Debris,Slide,,,,,,,,,,,,726.0,47.1316,282.3639,1,GSI_field_inventory,False,False,True
1725,AR/ANJ/91D11/2014/17,Arunachal Pradesh,Anjaw,HMC road,,28.28386,96.58275,Debris,Slide,2013,,,,,,,,,,,1848.0,36.404,309.9514,1,GSI_field_inventory,False,False,True
